InvoiceDate,date_key,year,month,day,weekday
2009-12-01 12:30:00,20091201,2009,12,1,Tuesday
2009-12-01 12:33:00,20091201,2009,12,1,Tuesday
2009-12-01 12:36:00,20091201,2009,12,1,Tuesday
2009-12-01 12:47:00,20091201,2009,12,1,Tuesday
2009-12-01 12:52:00,20091201,2009,12,1,Tuesday
2009-12-01 12:54:00,20091201,2009,12,1,Tuesday
2009-12-01 12:55:00,20091201,2009,12,1,Tuesday
2009-12-01 12:56:00,20091201,2009,12,1,Tuesday
2009-12-01 12:57:00,20091201,2009,12,1,Tuesday
2009-12-01 13:07:00,20091201,2009,12,1,Tuesday
2009-12-01 13:13:00,20091201,2009,12,1,Tuesday
2009-12-01 13:16:00,20091201,2009,12,1,Tuesday
2009-12-01 13:19:00,20091201,2009,12,1,Tuesday
2009-12-01 13:20:00,20091201,2009,12,1,Tuesday
2009-12-01 13:29:00,20091201,2009,12,1,Tuesday
2009-12-01 13:31:00,20091201,2009,12,1,Tuesday
2009-12-01 13:37:00,20091201,2009,12,1,Tuesday
2009-12-01 13:38:00,20091201,2009,12,1,Tuesday
2009-12-01 13:41:00,20091201,2009,12,1,Tuesday
2009-12-01 13:43:00,20091201,2009,12,1,Tuesday
2009-12-01 13:47:00,20091201,2009,12,1,Tuesday
2009-12-01 13:48:00,20091201,2009,12,1,Tuesday
2009-12-01 13:49:00,20091201,2009,12,1,Tuesday
2009-12-01 13:50:00,20091201,2009,12,1,Tuesday
2009-12-01 14:14:00,20091201,2009,12,1,Tuesday
2009-12-01 14:19:00,20091201,2009,12,1,Tuesday
2009-12-01 14:35:00,20091201,2009,12,1,Tuesday
2009-12-01 14:40:00,20091201,2009,12,1,Tuesday
2009-12-01 14:48:00,20091201,2009,12,1,Tuesday
2009-12-01 14:53:00,20091201,2009,12,1,Tuesday
2009-12-01 14:56:00,20091201,2009,12,1,Tuesday
2009-12-01 14:59:00,20091201,2009,12,1,Tuesday
2009-12-01 15:19:00,20091201,2009,12,1,Tuesday
2009-12-01 15:26:00,20091201,2009,12,1,Tuesday
2009-12-01 15:36:00,20091201,2009,12,1,Tuesday
2009-12-01 16:05:00,20091201,2009,12,1,Tuesday
2009-12-01 16:17:00,20091201,2009,12,1,Tuesday
2009-12-01 16:18:00,20091201,2009,12,1,Tuesday
2009-12-01 16:30:00,20091201,2009,12,1,Tuesday
2009-12-01 16:34:00,20091201,2009,12,1,Tuesday
2009-12-01 16:44:00,20091201,2009,12,1,Tuesday
2009-12-01 17:08:00,20091201,2009,12,1,Tuesday
2009-12-01 17:19:00,20091201,2009,12,1,Tuesday
2009-12-01 17:28:00,20091201,2009,12,1,Tuesday
2009-12-01 17:31:00,20091201,2009,12,1,Tuesday
2009-12-01 17:45:00,20091201,2009,12,1,Tuesday
2009-12-01 17:50:00,20091201,2009,12,1,Tuesday
2009-12-01 18:03:00,20091201,2009,12,1,Tuesday
2009-12-01 18:07:00,20091201,2009,12,1,Tuesday
2009-12-01 18:13:00,20091201,2009,12,1,Tuesday
2009-12-01 18:35:00,20091201,2009,12,1,Tuesday
2009-12-01 19:19:00,20091201,2009,12,1,Tuesday
2009-12-02 08:15:00,20091202,2009,12,2,Wednesday
2009-12-02 08:16:00,20091202,2009,12,2,Wednesday
2009-12-02 08:58:00,20091202,2009,12,2,Wednesday
2009-12-02 09:21:00,20091202,2009,12,2,Wednesday
2009-12-02 09:23:00,20091202,2009,12,2,Wednesday
2009-12-02 09:35:00,20091202,2009,12,2,Wednesday
2009-12-02 09:47:00,20091202,2009,12,2,Wednesday
2009-12-02 09:49:00,20091202,2009,12,2,Wednesday
2009-12-02 09:50:00,20091202,2009,12,2,Wednesday
2009-12-02 09:57:00,20091202,2009,12,2,Wednesday
2009-12-02 10:00:00,20091202,2009,12,2,Wednesday
2009-12-02 10:02:00,20091202,2009,12,2,Wednesday
2009-12-02 10:08:00,20091202,2009,12,2,Wednesday
2009-12-02 10:09:00,20091202,2009,12,2,Wednesday
2009-12-02 10:15:00,20091202,2009,12,2,Wednesday
2009-12-02 10:41:00,20091202,2009,12,2,Wednesday
2009-12-02 10:42:00,20091202,2009,12,2,Wednesday
2009-12-02 10:48:00,20091202,2009,12,2,Wednesday
2009-12-02 10:51:00,20091202,2009,12,2,Wednesday
2009-12-02 10:52:00,20091202,2009,12,2,Wednesday
2009-12-02 10:58:00,20091202,2009,12,2,Wednesday
2009-12-02 11:07:00,20091202,2009,12,2,Wednesday
2009-12-02 11:09:00,20091202,2009,12,2,Wednesday
2009-12-02 11:18:00,20091202,2009,12,2,Wednesday
2009-12-02 11:20:00,20091202,2009,12,2,Wednesday
2009-12-02 11:24:00,20091202,2009,12,2,Wednesday
2009-12-02 11:26:00,20091202,2009,12,2,Wednesday
2009-12-02 11:31:00,20091202,2009,12,2,Wednesday
2009-12-02 11:33:00,20091202,2009,12,2,Wednesday
2009-12-02 11:34:00,20091202,2009,12,2,Wednesday
2009-12-02 11:43:00,20091202,2009,12,2,Wednesday
2009-12-02 11:45:00,20091202,2009,12,2,Wednesday
2009-12-02 11:47:00,20091202,2009,12,2,Wednesday
2009-12-02 11:48:00,20091202,2009,12,2,Wednesday
2009-12-02 11:51:00,20091202,2009,12,2,Wednesday
2009-12-02 11:52:00,20091202,2009,12,2,Wednesday
2009-12-02 11:53:00,20091202,2009,12,2,Wednesday
2009-12-02 11:55:00,20091202,2009,12,2,Wednesday
2009-12-02 11:59:00,20091202,2009,12,2,Wednesday
2009-12-02 12:06:00,20091202,2009,12,2,Wednesday
2009-12-02 12:09:00,20091202,2009,12,2,Wednesday
2009-12-02 12:13:00,20091202,2009,12,2,Wednesday
2009-12-02 12:15:00,20091202,2009,12,2,Wednesday
2009-12-02 12:19:00,20091202,2009,12,2,Wednesday
2009-12-02 12:22:00,20091202,2009,12,2,Wednesday
2009-12-02 12:26:00,20091202,2009,12,2,Wednesday
2009-12-02 12:28:00,20091202,2009,12,2,Wednesday
2009-12-02 12:32:00,20091202,2009,12,2,Wednesday
2009-12-02 12:38:00,20091202,2009,12,2,Wednesday
2009-12-02 12:39:00,20091202,2009,12,2,Wednesday
2009-12-02 12:43:00,20091202,2009,12,2,Wednesday
2009-12-02 12:44:00,20091202,2009,12,2,Wednesday
2009-12-02 12:46:00,20091202,2009,12,2,Wednesday
2009-12-02 12:47:00,20091202,2009,12,2,Wednesday
2009-12-02 12:54:00,20091202,2009,12,2,Wednesday
2009-12-02 13:00:00,20091202,2009,12,2,Wednesday
2009-12-02 13:06:00,20091202,2009,12,2,Wednesday
2009-12-02 13:10:00,20091202,2009,12,2,Wednesday
2009-12-02 13:20:00,20091202,2009,12,2,Wednesday
2009-12-02 13:22:00,20091202,2009,12,2,Wednesday
2009-12-02 13:23:00,20091202,2009,12,2,Wednesday
2009-12-02 13:26:00,20091202,2009,12,2,Wednesday
2009-12-02 13:32:00,20091202,2009,12,2,Wednesday
2009-12-02 13:33:00,20091202,2009,12,2,Wednesday
2009-12-02 13:34:00,20091202,2009,12,2,Wednesday
2009-12-02 13:39:00,20091202,2009,12,2,Wednesday
2009-12-02 13:51:00,20091202,2009,12,2,Wednesday
2009-12-02 13:53:00,20091202,2009,12,2,Wednesday
2009-12-02 13:57:00,20091202,2009,12,2,Wednesday
2009-12-02 13:58:00,20091202,2009,12,2,Wednesday
2009-12-02 14:06:00,20091202,2009,12,2,Wednesday
2009-12-02 14:09:00,20091202,2009,12,2,Wednesday
2009-12-02 14:15:00,20091202,2009,12,2,Wednesday
2009-12-02 14:21:00,20091202,2009,12,2,Wednesday
2009-12-02 14:22:00,20091202,2009,12,2,Wednesday
2009-12-02 14:34:00,20091202,2009,12,2,Wednesday
2009-12-02 14:52:00,20091202,2009,12,2,Wednesday
2009-12-02 14:55:00,20091202,2009,12,2,Wednesday
2009-12-02 14:56:00,20091202,2009,12,2,Wednesday
2009-12-02 15:01:00,20091202,2009,12,2,Wednesday
2009-12-02 15:04:00,20091202,2009,12,2,Wednesday
2009-12-02 15:10:00,20091202,2009,12,2,Wednesday
2009-12-02 15:15:00,20091202,2009,12,2,Wednesday
2009-12-02 15:16:00,20091202,2009,12,2,Wednesday
2009-12-02 15:17:00,20091202,2009,12,2,Wednesday
2009-12-02 15:28:00,20091202,2009,12,2,Wednesday
2009-12-02 15:29:00,20091202,2009,12,2,Wednesday
2009-12-02 15:38:00,20091202,2009,12,2,Wednesday
2009-12-02 15:41:00,20091202,2009,12,2,Wednesday
2009-12-02 15:44:00,20091202,2009,12,2,Wednesday
2009-12-02 15:51:00,20091202,2009,12,2,Wednesday
2009-12-02 16:02:00,20091202,2009,12,2,Wednesday
2009-12-02 16:18:00,20091202,2009,12,2,Wednesday
2009-12-02 16:24:00,20091202,2009,12,2,Wednesday
2009-12-02 16:49:00,20091202,2009,12,2,Wednesday
2009-12-02 16:52:00,20091202,2009,12,2,Wednesday
2009-12-02 16:53:00,20091202,2009,12,2,Wednesday
2009-12-02 16:59:00,20091202,2009,12,2,Wednesday
2009-12-02 17:06:00,20091202,2009,12,2,Wednesday
2009-12-02 17:18:00,20091202,2009,12,2,Wednesday
2009-12-03 07:25:00,20091203,2009,12,3,Thursday
2009-12-03 07:57:00,20091203,2009,12,3,Thursday
2009-12-03 09:10:00,20091203,2009,12,3,Thursday
2009-12-03 09:44:00,20091203,2009,12,3,Thursday
2009-12-03 09:52:00,20091203,2009,12,3,Thursday
2009-12-03 10:02:00,20091203,2009,12,3,Thursday
2009-12-03 10:03:00,20091203,2009,12,3,Thursday
2009-12-03 10:16:00,20091203,2009,12,3,Thursday
2009-12-03 10:17:00,20091203,2009,12,3,Thursday
2009-12-03 10:20:00,20091203,2009,12,3,Thursday
2009-12-03 10:23:00,20091203,2009,12,3,Thursday
2009-12-03 10:26:00,20091203,2009,12,3,Thursday
2009-12-03 10:28:00,20091203,2009,12,3,Thursday
2009-12-03 10:37:00,20091203,2009,12,3,Thursday
2009-12-03 10:49:00,20091203,2009,12,3,Thursday
2009-12-03 10:51:00,20091203,2009,12,3,Thursday
2009-12-03 11:09:00,20091203,2009,12,3,Thursday
2009-12-03 11:10:00,20091203,2009,12,3,Thursday
2009-12-03 11:19:00,20091203,2009,12,3,Thursday
2009-12-03 11:25:00,20091203,2009,12,3,Thursday
2009-12-03 11:34:00,20091203,2009,12,3,Thursday
2009-12-03 11:45:00,20091203,2009,12,3,Thursday
2009-12-03 11:46:00,20091203,2009,12,3,Thursday
2009-12-03 11:51:00,20091203,2009,12,3,Thursday
2009-12-03 11:53:00,20091203,2009,12,3,Thursday
2009-12-03 11:57:00,20091203,2009,12,3,Thursday
2009-12-03 12:02:00,20091203,2009,12,3,Thursday
2009-12-03 12:10:00,20091203,2009,12,3,Thursday
2009-12-03 12:13:00,20091203,2009,12,3,Thursday
2009-12-03 12:15:00,20091203,2009,12,3,Thursday
2009-12-03 12:27:00,20091203,2009,12,3,Thursday
2009-12-03 12:28:00,20091203,2009,12,3,Thursday
2009-12-03 12:31:00,20091203,2009,12,3,Thursday
2009-12-03 12:34:00,20091203,2009,12,3,Thursday
2009-12-03 12:36:00,20091203,2009,12,3,Thursday
2009-12-03 12:37:00,20091203,2009,12,3,Thursday
2009-12-03 12:38:00,20091203,2009,12,3,Thursday
2009-12-03 12:40:00,20091203,2009,12,3,Thursday
2009-12-03 12:45:00,20091203,2009,12,3,Thursday
2009-12-03 12:50:00,20091203,2009,12,3,Thursday
2009-12-03 13:02:00,20091203,2009,12,3,Thursday
2009-12-03 13:03:00,20091203,2009,12,3,Thursday
2009-12-03 13:04:00,20091203,2009,12,3,Thursday
2009-12-03 13:05:00,20091203,2009,12,3,Thursday
2009-12-03 13:09:00,20091203,2009,12,3,Thursday
2009-12-03 13:17:00,20091203,2009,12,3,Thursday
2009-12-03 13:22:00,20091203,2009,12,3,Thursday
2009-12-03 13:25:00,20091203,2009,12,3,Thursday
2009-12-03 13:26:00,20091203,2009,12,3,Thursday
2009-12-03 13:30:00,20091203,2009,12,3,Thursday
2009-12-03 13:32:00,20091203,2009,12,3,Thursday
2009-12-03 13:42:00,20091203,2009,12,3,Thursday
2009-12-03 13:46:00,20091203,2009,12,3,Thursday
2009-12-03 13:49:00,20091203,2009,12,3,Thursday
2009-12-03 13:51:00,20091203,2009,12,3,Thursday
2009-12-03 13:58:00,20091203,2009,12,3,Thursday
2009-12-03 14:00:00,20091203,2009,12,3,Thursday
2009-12-03 14:02:00,20091203,2009,12,3,Thursday
2009-12-03 14:06:00,20091203,2009,12,3,Thursday
2009-12-03 14:07:00,20091203,2009,12,3,Thursday
2009-12-03 14:11:00,20091203,2009,12,3,Thursday
2009-12-03 14:28:00,20091203,2009,12,3,Thursday
2009-12-03 14:36:00,20091203,2009,12,3,Thursday
2009-12-03 14:42:00,20091203,2009,12,3,Thursday
2009-12-03 15:09:00,20091203,2009,12,3,Thursday
2009-12-03 15:15:00,20091203,2009,12,3,Thursday
2009-12-03 15:20:00,20091203,2009,12,3,Thursday
2009-12-03 15:32:00,20091203,2009,12,3,Thursday
2009-12-03 15:34:00,20091203,2009,12,3,Thursday
2009-12-03 15:35:00,20091203,2009,12,3,Thursday
2009-12-03 15:43:00,20091203,2009,12,3,Thursday
2009-12-03 15:48:00,20091203,2009,12,3,Thursday
2009-12-03 15:49:00,20091203,2009,12,3,Thursday
2009-12-03 15:50:00,20091203,2009,12,3,Thursday
2009-12-03 15:52:00,20091203,2009,12,3,Thursday
2009-12-03 15:53:00,20091203,2009,12,3,Thursday
2009-12-03 15:54:00,20091203,2009,12,3,Thursday
2009-12-03 15:56:00,20091203,2009,12,3,Thursday
2009-12-03 16:02:00,20091203,2009,12,3,Thursday
2009-12-03 16:09:00,20091203,2009,12,3,Thursday
2009-12-03 16:12:00,20091203,2009,12,3,Thursday
2009-12-03 16:21:00,20091203,2009,12,3,Thursday
2009-12-03 16:24:00,20091203,2009,12,3,Thursday
2009-12-03 16:40:00,20091203,2009,12,3,Thursday
2009-12-03 16:47:00,20091203,2009,12,3,Thursday
2009-12-03 16:49:00,20091203,2009,12,3,Thursday
2009-12-03 16:51:00,20091203,2009,12,3,Thursday
2009-12-03 16:52:00,20091203,2009,12,3,Thursday
2009-12-03 16:54:00,20091203,2009,12,3,Thursday
2009-12-03 17:04:00,20091203,2009,12,3,Thursday
2009-12-03 17:12:00,20091203,2009,12,3,Thursday
2009-12-03 17:29:00,20091203,2009,12,3,Thursday
2009-12-03 17:32:00,20091203,2009,12,3,Thursday
2009-12-03 17:33:00,20091203,2009,12,3,Thursday
2009-12-03 17:46:00,20091203,2009,12,3,Thursday
2009-12-03 17:48:00,20091203,2009,12,3,Thursday
2009-12-03 17:57:00,20091203,2009,12,3,Thursday
2009-12-03 18:08:00,20091203,2009,12,3,Thursday
2009-12-03 18:11:00,20091203,2009,12,3,Thursday
2009-12-03 18:13:00,20091203,2009,12,3,Thursday
2009-12-03 18:23:00,20091203,2009,12,3,Thursday
2009-12-03 18:30:00,20091203,2009,12,3,Thursday
2009-12-03 18:41:00,20091203,2009,12,3,Thursday
2009-12-03 18:51:00,20091203,2009,12,3,Thursday
2009-12-03 19:13:00,20091203,2009,12,3,Thursday
2009-12-03 19:22:00,20091203,2009,12,3,Thursday
2009-12-03 19:23:00,20091203,2009,12,3,Thursday
2009-12-03 19:31:00,20091203,2009,12,3,Thursday
2009-12-03 20:03:00,20091203,2009,12,3,Thursday
2009-12-04 08:24:00,20091204,2009,12,4,Friday
2009-12-04 08:36:00,20091204,2009,12,4,Friday
2009-12-04 08:40:00,20091204,2009,12,4,Friday
2009-12-04 08:46:00,20091204,2009,12,4,Friday
2009-12-04 09:27:00,20091204,2009,12,4,Friday
2009-12-04 09:31:00,20091204,2009,12,4,Friday
2009-12-04 09:49:00,20091204,2009,12,4,Friday
2009-12-04 10:00:00,20091204,2009,12,4,Friday
2009-12-04 10:18:00,20091204,2009,12,4,Friday
2009-12-04 10:32:00,20091204,2009,12,4,Friday
2009-12-04 10:39:00,20091204,2009,12,4,Friday
2009-12-04 10:47:00,20091204,2009,12,4,Friday
2009-12-04 10:48:00,20091204,2009,12,4,Friday
2009-12-04 10:52:00,20091204,2009,12,4,Friday
2009-12-04 10:57:00,20091204,2009,12,4,Friday
2009-12-04 11:07:00,20091204,2009,12,4,Friday
2009-12-04 11:22:00,20091204,2009,12,4,Friday
2009-12-04 11:32:00,20091204,2009,12,4,Friday
2009-12-04 11:36:00,20091204,2009,12,4,Friday
2009-12-04 11:54:00,20091204,2009,12,4,Friday
2009-12-04 12:03:00,20091204,2009,12,4,Friday
2009-12-04 12:06:00,20091204,2009,12,4,Friday
2009-12-04 12:07:00,20091204,2009,12,4,Friday
2009-12-04 12:11:00,20091204,2009,12,4,Friday
2009-12-04 12:12:00,20091204,2009,12,4,Friday
2009-12-04 12:14:00,20091204,2009,12,4,Friday
2009-12-04 12:20:00,20091204,2009,12,4,Friday
2009-12-04 12:28:00,20091204,2009,12,4,Friday
2009-12-04 12:31:00,20091204,2009,12,4,Friday
2009-12-04 12:33:00,20091204,2009,12,4,Friday
2009-12-04 12:36:00,20091204,2009,12,4,Friday
2009-12-04 12:37:00,20091204,2009,12,4,Friday
2009-12-04 12:41:00,20091204,2009,12,4,Friday
2009-12-04 12:54:00,20091204,2009,12,4,Friday
2009-12-04 12:59:00,20091204,2009,12,4,Friday
2009-12-04 13:00:00,20091204,2009,12,4,Friday
2009-12-04 13:01:00,20091204,2009,12,4,Friday
2009-12-04 13:21:00,20091204,2009,12,4,Friday
2009-12-04 13:22:00,20091204,2009,12,4,Friday
2009-12-04 13:23:00,20091204,2009,12,4,Friday
2009-12-04 13:31:00,20091204,2009,12,4,Friday
2009-12-04 13:41:00,20091204,2009,12,4,Friday
2009-12-04 13:47:00,20091204,2009,12,4,Friday
2009-12-04 13:59:00,20091204,2009,12,4,Friday
2009-12-04 14:13:00,20091204,2009,12,4,Friday
2009-12-04 14:14:00,20091204,2009,12,4,Friday
2009-12-04 14:19:00,20091204,2009,12,4,Friday
2009-12-04 14:24:00,20091204,2009,12,4,Friday
2009-12-04 14:29:00,20091204,2009,12,4,Friday
2009-12-04 14:33:00,20091204,2009,12,4,Friday
2009-12-04 14:35:00,20091204,2009,12,4,Friday
2009-12-04 14:37:00,20091204,2009,12,4,Friday
2009-12-04 14:52:00,20091204,2009,12,4,Friday
2009-12-04 14:56:00,20091204,2009,12,4,Friday
2009-12-04 15:11:00,20091204,2009,12,4,Friday
2009-12-04 15:16:00,20091204,2009,12,4,Friday
2009-12-04 15:18:00,20091204,2009,12,4,Friday
2009-12-04 15:26:00,20091204,2009,12,4,Friday
2009-12-04 15:27:00,20091204,2009,12,4,Friday
2009-12-04 15:28:00,20091204,2009,12,4,Friday
2009-12-04 15:29:00,20091204,2009,12,4,Friday
2009-12-04 15:30:00,20091204,2009,12,4,Friday
2009-12-04 15:40:00,20091204,2009,12,4,Friday
2009-12-04 15:41:00,20091204,2009,12,4,Friday
2009-12-04 15:43:00,20091204,2009,12,4,Friday
2009-12-04 16:12:00,20091204,2009,12,4,Friday
2009-12-04 16:13:00,20091204,2009,12,4,Friday
2009-12-04 16:23:00,20091204,2009,12,4,Friday
2009-12-04 16:37:00,20091204,2009,12,4,Friday
2009-12-04 16:39:00,20091204,2009,12,4,Friday
2009-12-04 16:45:00,20091204,2009,12,4,Friday
2009-12-04 16:52:00,20091204,2009,12,4,Friday
2009-12-04 17:31:00,20091204,2009,12,4,Friday
2009-12-05 10:11:00,20091205,2009,12,5,Saturday
2009-12-05 10:25:00,20091205,2009,12,5,Saturday
2009-12-05 10:27:00,20091205,2009,12,5,Saturday
2009-12-05 10:31:00,20091205,2009,12,5,Saturday
2009-12-05 10:44:00,20091205,2009,12,5,Saturday
2009-12-05 10:58:00,20091205,2009,12,5,Saturday
2009-12-05 11:19:00,20091205,2009,12,5,Saturday
2009-12-05 12:01:00,20091205,2009,12,5,Saturday
2009-12-05 12:02:00,20091205,2009,12,5,Saturday
2009-12-05 12:13:00,20091205,2009,12,5,Saturday
2009-12-05 12:28:00,20091205,2009,12,5,Saturday
2009-12-05 12:36:00,20091205,2009,12,5,Saturday
2009-12-05 12:42:00,20091205,2009,12,5,Saturday
2009-12-05 13:12:00,20091205,2009,12,5,Saturday
2009-12-05 13:13:00,20091205,2009,12,5,Saturday
2009-12-05 13:17:00,20091205,2009,12,5,Saturday
2009-12-05 13:26:00,20091205,2009,12,5,Saturday
2009-12-05 13:29:00,20091205,2009,12,5,Saturday
2009-12-05 13:32:00,20091205,2009,12,5,Saturday
2009-12-05 13:37:00,20091205,2009,12,5,Saturday
2009-12-05 14:51:00,20091205,2009,12,5,Saturday
2009-12-05 14:57:00,20091205,2009,12,5,Saturday
2009-12-05 14:59:00,20091205,2009,12,5,Saturday
2009-12-05 15:00:00,20091205,2009,12,5,Saturday
2009-12-05 15:18:00,20091205,2009,12,5,Saturday
2009-12-05 15:26:00,20091205,2009,12,5,Saturday
2009-12-05 15:27:00,20091205,2009,12,5,Saturday
2009-12-05 15:47:00,20091205,2009,12,5,Saturday
2009-12-05 16:01:00,20091205,2009,12,5,Saturday
2009-12-06 10:16:00,20091206,2009,12,6,Sunday
2009-12-06 10:26:00,20091206,2009,12,6,Sunday
2009-12-06 10:30:00,20091206,2009,12,6,Sunday
2009-12-06 10:37:00,20091206,2009,12,6,Sunday
2009-12-06 10:38:00,20091206,2009,12,6,Sunday
2009-12-06 10:41:00,20091206,2009,12,6,Sunday
2009-12-06 10:51:00,20091206,2009,12,6,Sunday
2009-12-06 11:13:00,20091206,2009,12,6,Sunday
2009-12-06 11:27:00,20091206,2009,12,6,Sunday
2009-12-06 11:33:00,20091206,2009,12,6,Sunday
2009-12-06 11:45:00,20091206,2009,12,6,Sunday
2009-12-06 11:57:00,20091206,2009,12,6,Sunday
2009-12-06 11:58:00,20091206,2009,12,6,Sunday
2009-12-06 12:07:00,20091206,2009,12,6,Sunday
2009-12-06 12:10:00,20091206,2009,12,6,Sunday
2009-12-06 12:14:00,20091206,2009,12,6,Sunday
2009-12-06 12:16:00,20091206,2009,12,6,Sunday
2009-12-06 12:17:00,20091206,2009,12,6,Sunday
2009-12-06 12:21:00,20091206,2009,12,6,Sunday
2009-12-06 12:26:00,20091206,2009,12,6,Sunday
2009-12-06 12:28:00,20091206,2009,12,6,Sunday
2009-12-06 12:31:00,20091206,2009,12,6,Sunday
2009-12-06 12:34:00,20091206,2009,12,6,Sunday
2009-12-06 12:41:00,20091206,2009,12,6,Sunday
2009-12-06 12:42:00,20091206,2009,12,6,Sunday
2009-12-06 12:51:00,20091206,2009,12,6,Sunday
2009-12-06 12:52:00,20091206,2009,12,6,Sunday
2009-12-06 12:53:00,20091206,2009,12,6,Sunday
2009-12-06 12:56:00,20091206,2009,12,6,Sunday
2009-12-06 13:00:00,20091206,2009,12,6,Sunday
2009-12-06 13:05:00,20091206,2009,12,6,Sunday
2009-12-06 13:07:00,20091206,2009,12,6,Sunday
2009-12-06 13:08:00,20091206,2009,12,6,Sunday
2009-12-06 13:10:00,20091206,2009,12,6,Sunday
2009-12-06 13:19:00,20091206,2009,12,6,Sunday
2009-12-06 13:21:00,20091206,2009,12,6,Sunday
2009-12-06 13:29:00,20091206,2009,12,6,Sunday
2009-12-06 13:40:00,20091206,2009,12,6,Sunday
2009-12-06 13:45:00,20091206,2009,12,6,Sunday
2009-12-06 13:48:00,20091206,2009,12,6,Sunday
2009-12-06 13:49:00,20091206,2009,12,6,Sunday
2009-12-06 13:53:00,20091206,2009,12,6,Sunday
2009-12-06 14:00:00,20091206,2009,12,6,Sunday
2009-12-06 14:03:00,20091206,2009,12,6,Sunday
2009-12-06 14:06:00,20091206,2009,12,6,Sunday
2009-12-06 14:10:00,20091206,2009,12,6,Sunday
2009-12-06 14:14:00,20091206,2009,12,6,Sunday
2009-12-06 14:46:00,20091206,2009,12,6,Sunday
2009-12-06 14:54:00,20091206,2009,12,6,Sunday
2009-12-06 15:01:00,20091206,2009,12,6,Sunday
2009-12-06 15:08:00,20091206,2009,12,6,Sunday
2009-12-06 15:09:00,20091206,2009,12,6,Sunday
2009-12-06 15:12:00,20091206,2009,12,6,Sunday
2009-12-06 15:15:00,20091206,2009,12,6,Sunday
2009-12-06 15:24:00,20091206,2009,12,6,Sunday
2009-12-06 15:31:00,20091206,2009,12,6,Sunday
2009-12-06 15:35:00,20091206,2009,12,6,Sunday
2009-12-06 15:40:00,20091206,2009,12,6,Sunday
2009-12-06 15:41:00,20091206,2009,12,6,Sunday
2009-12-06 15:46:00,20091206,2009,12,6,Sunday
2009-12-06 15:48:00,20091206,2009,12,6,Sunday
2009-12-06 15:51:00,20091206,2009,12,6,Sunday
2009-12-06 16:01:00,20091206,2009,12,6,Sunday
2009-12-06 16:02:00,20091206,2009,12,6,Sunday
2009-12-06 16:07:00,20091206,2009,12,6,Sunday
2009-12-06 16:17:00,20091206,2009,12,6,Sunday
2009-12-07 08:13:00,20091207,2009,12,7,Monday
2009-12-07 08:24:00,20091207,2009,12,7,Monday
2009-12-07 08:53:00,20091207,2009,12,7,Monday
2009-12-07 09:14:00,20091207,2009,12,7,Monday
2009-12-07 09:18:00,20091207,2009,12,7,Monday
2009-12-07 09:42:00,20091207,2009,12,7,Monday
2009-12-07 10:15:00,20091207,2009,12,7,Monday
2009-12-07 10:21:00,20091207,2009,12,7,Monday
2009-12-07 10:26:00,20091207,2009,12,7,Monday
2009-12-07 10:33:00,20091207,2009,12,7,Monday
