Customer ID,TotalPrice
13274,360.85
13275,238.86
13276,1300.98
13277,264.9
13278,893.12
13280,1494.87
13281,350.85
13282,181.05
13283,279.7
13285,655.47
13286,734.91
13287,781.59
13288,927.61
13289,307.95
13290,208.63
13291,2909.68
13292,415.57
13293,1192.94
13294,815.79
13295,900.77
13296,705.11
13297,2278.77
13299,1076.2
13300,913.62
13302,95.45
13303,61.72
13304,917.5699999999999
13305,1751.75
13306,53.65
13307,258.34
13308,284.86
13309,249.57999999999998
13310,409.17
13312,124.75
13313,1890.0
13315,310.26
13316,7207.89
13317,4212.41
13319,11236.95
13320,679.4
13324,3391.52
13326,281.76
13327,6251.71
13329,4323.97
13330,1655.17
13331,262.4
13333,1015.74
13334,2699.48
13337,1575.26
13338,1958.6
13340,11364.08
13346,299.4
13357,3196.11
13359,603.75
13360,1553.6499999999999
13361,1450.5
13362,2303.33
13363,731.36
13367,510.2
13368,498.1
13369,308.28
13370,754.87
13371,2297.66
13373,4274.94
13374,422.8
13375,1013.58
13377,1552.88
13380,62.4
13381,4585.06
13382,1164.59
13383,305.28
13384,2528.9
13386,835.46
13387,186.94
13388,508.55
13392,91.14
13393,1131.45
13394,4101.68
13395,872.51
13397,1647.74
13398,213.0
13399,275.4
13400,310.83
13402,913.9
13403,154.5
13405,641.36
13406,568.92
13407,2244.7
13408,23616.42
13410,1198.9
13412,487.35
13413,429.44
13414,1103.64
13415,784.17
13416,228.3
13417,1028.66
13418,6055.47
13421,2225.04
13423,217.03
13424,572.77
13425,1766.22
13426,4526.0599999999995
13427,423.93
13428,276.76
13431,2047.1399999999999
13432,439.1
13433,658.32
13434,1132.62
13435,637.44
13438,46.5
13439,702.9
13440,1295.25
13441,424.26
13442,419.87
13443,1273.16
13444,619.08
13445,241.89999999999998
13446,3881.89
13448,5655.2
13450,2076.32
13451,4191.8
13452,139.8
13453,424.71
13454,219.87
13455,1847.59
13457,148.22
13458,2312.7
13459,1160.41
13461,2715.0
13462,1002.35
13464,2422.96
13465,931.12
13466,705.4499999999999
13468,7670.54
13469,82.4
13472,592.24
13473,2235.12
13474,419.75
13476,823.0
13477,1364.59
13478,2215.78
13479,550.42
13480,627.8199999999999
13481,2026.28
13482,151.45
13484,476.92
13485,2564.98
13487,271.47
13488,6619.57
13490,154.25
13491,3350.74
13495,3329.39
13497,972.28
13498,327.38
13500,299.53
13501,1544.79
13502,488.5
13503,1642.39
13506,1180.68
13508,176.07999999999998
13509,135.0
13510,2766.73
13511,282.76
13512,462.18
13513,619.49
13514,663.7
13515,374.7
13516,295.85
13519,220.46
13520,3285.05
13523,1136.64
13526,1182.0
13527,2298.93
13530,402.98
13531,1254.72
13534,1850.82
13535,89.5
13537,717.85
13538,1822.28
13539,938.02
13540,632.39
13541,785.25
13542,3959.4900000000002
13543,1439.61
13544,514.14
13545,364.93
13546,465.15
13547,167.08
13548,223.28
13549,87.6
13550,342.55
13551,152.4
13552,3208.85
13553,499.6
13554,1629.35
13555,4792.96
13556,200.82
13557,2448.2
13559,990.0
13561,1661.54
13562,3038.85
13564,15310.35
13565,174.57999999999998
13566,831.76
13567,1079.29
13569,497.74
13571,2448.32
13573,614.27
13574,404.45
13576,4834.4
13577,1801.68
13578,147.66
13579,1072.0
13580,107.75
13581,162.53
13582,241.68
13583,664.0
13584,243.3
13585,684.54
13586,127.28
13587,961.1
13589,741.09
13590,4354.12
13591,976.81
13593,3481.41
13594,136.35
13595,784.48
13597,396.71
13598,601.92
13599,5013.96
13600,298.9
13601,466.67
13602,596.28
13604,717.62
13605,522.67
13607,400.3
13608,232.05
13609,167.35
13610,1021.38
13611,2143.53
13612,818.29
13613,1039.85
13614,747.28
13615,5854.84
13616,283.85
13617,734.5699999999999
13619,224.94
13620,112.34
13622,658.95
13623,1805.32
13624,462.08
13625,301.26
13626,449.81
13627,607.43
13628,310.14
13629,5578.5
13632,1526.8799999999999
13634,3486.41
13635,1928.13
13639,312.93
13640,405.0
13641,1016.47
13642,159.92
13643,1637.33
13646,326.25
13647,1393.56
13648,1764.02
13649,1304.8799999999999
13650,1451.6599999999999
13651,132.65
13652,1475.77
13653,152.2
13654,3600.67
13655,1347.54
13656,699.2
13658,3386.33
13659,3321.68
13660,306.64
13661,325.24
13662,1352.35
13663,1858.04
13665,1711.66
13666,43.25
13668,6638.650000000001
13669,195.0
13671,172.6
13672,233.53
13674,240.68
13676,243.9
13677,551.24
13679,281.26
13680,7700.55
13683,258.6
13684,529.75
13686,337.04
13687,11880.84
13688,375.5
13689,349.5
13691,212.78
13692,1626.08
13693,2011.82
13694,131443.19
13695,266.6
13696,2020.4
13698,451.73
13699,455.57
13700,348.34
13701,161.0
13702,135.18
13703,326.06
13705,1323.47
13706,300.38
13707,2559.45
13709,1263.7
13710,329.04
13711,1540.2
13712,537.58
13713,740.76
13714,161.35
13715,7348.3
13717,318.29
13719,1741.4
13721,217.39999999999998
13722,3260.0
13723,994.23
13724,213.01
13727,740.67
13728,1839.03
13729,724.73
13733,487.03
13734,6695.69
13735,6879.23
13736,2022.67
13738,434.78000000000003
13739,75.3
13740,1232.02
13745,477.32
13746,176.69
13747,169.8
13748,1320.1
13750,1954.92
13752,404.45
13753,1353.31
13754,164.45
13756,3999.23
13757,195.55
13758,6226.43
13760,1076.85
13761,881.52
13762,2165.7599999999998
13763,3502.48
13764,1400.2
13765,352.82
13766,190.35
13767,18320.17
13768,875.97
13769,3003.91
13770,785.37
13771,3094.37
13772,1977.39
13773,301.54
13775,1049.66
13776,623.98
13777,30501.26
13778,945.79
13779,161.13
13780,372.06
13781,650.99
13782,877.22
13783,1542.09
13784,447.44
13785,542.49
13786,3127.99
13787,913.46
13788,3.75
13789,239.46
13792,188.4
13793,96.0
13794,126.03
13795,836.3
13796,289.7
13797,1179.45
13798,38683.02
13799,2114.71
13800,1121.24
13802,21659.69
13803,1061.84
13804,572.73
13807,422.2
13809,524.65
13813,1398.61
13814,678.2
13815,3448.38
13818,61.28
13819,1502.0
13820,652.75
13821,993.44
13823,2445.79
13824,1615.82
13825,255.59
13829,102.0
13830,156.85
13831,4795.09
13832,557.69
13833,316.56
13834,324.19
13835,260.7
13836,620.37
13838,1245.91
13839,139.95000000000002
13840,651.4
13842,2244.29
13843,319.75
13846,442.73
13847,310.72
13848,2080.0
13849,1931.35
13851,1955.0
13852,187.35
13854,4144.44
13855,1310.34
13856,753.53
13857,1001.01
13859,314.7
13861,273.26
13862,346.72999999999996
13863,933.77
13864,662.4
13869,4913.22
13870,2941.14
13871,1482.6
13872,919.57
13873,649.32
13874,1508.7
13875,3027.58
13877,332.44
13878,1145.33
13879,395.5
13880,1171.8899999999999
13881,28019.58
13883,3885.54
13884,1037.43
13888,1405.92
13889,1574.33
13890,1043.57
13891,859.21
13892,634.68
13895,1415.45
13896,388.55
13897,849.56
13898,530.47
13900,869.64
13901,2809.14
13902,34095.26
13903,165.45000000000002
13905,312.65
13906,42.0
13907,136.79999999999998
13909,282.85
13911,1654.08
13912,124.95
13913,42.22
13915,70.8
13916,1275.81
13919,975.87
13920,1774.68
13921,730.7
13922,692.95
13927,359.27
13929,2651.45
13931,4019.85
13935,6116.92
13936,563.08
13937,721.28
13939,992.41
13941,6009.34
13942,320.0
13943,246.54
13944,200.43
13945,854.15
13946,1314.66
13948,446.76
13952,9572.45
13953,3125.0
13955,221.10999999999999
13957,458.25
13958,4709.23
13959,470.73
13961,538.4
13962,193.25
13963,2347.33
13964,438.9
13965,996.61
13966,384.26
13967,85.6
13968,123.66
13969,4266.88
13970,846.55
13971,1909.31
13974,264.13
13975,2795.16
13976,834.38
13977,519.81
13979,2510.06
13980,568.68
13981,331.14
13982,2511.08
13983,4479.82
13984,1128.09
13985,2960.73
13987,682.54
13988,609.84
13989,759.98
13992,142.7
13993,3309.35
13995,2508.32
13996,895.76
13997,376.46
13998,566.7
13999,5600.45
14000,1410.68
14001,2487.01
14003,209.41
14004,1675.81
14006,1234.48
14007,79.48
14008,509.04
14009,404.3
14010,445.15
14011,457.82
14013,611.55
14014,1443.03
14016,7062.2
14017,229.75
14018,367.15
14020,606.21
14021,1084.68
14022,352.15
14024,318.04
14025,4057.9
14026,713.11
14028,10396.5
14030,5839.46
14031,23632.72
14032,1874.68
14033,109.44
14035,1366.73
14037,689.75
14038,1509.5
14039,115.08
14040,8963.49
14042,431.98
14043,302.59999999999997
14044,2431.28
14045,9653.28
14047,2946.42
14048,338.76
14049,7444.68
14051,6784.01
14052,241.3
14053,312.05
14055,795.3199999999999
14057,2135.0
14058,469.19
14060,3378.66
14061,917.4300000000001
14062,15120.8
14063,22710.2
14064,1925.9
14065,891.02
14068,1250.87
14069,225.81
14070,321.6
14072,390.85
14074,219.4
14075,792.61
14077,115.66
14078,640.34
14079,243.63
14080,1070.08
14081,4369.47
14082,231.11
14083,373.3
14084,150.5
14085,5607.43
14086,39.95
14087,638.0
14088,13544.99
14091,9530.08
14092,3152.54
14094,311.77
14095,2.95
14097,422.86
14099,2646.7400000000002
14101,3985.14
14104,527.32
14105,4722.6
14106,214.8
14107,2174.07
14108,447.05
14110,7304.8
14112,2919.44
14113,5252.19
14114,977.56
14115,622.67
14118,458.45
14119,183.37
14122,362.42
14123,436.18
14126,466.33
14127,1190.37
14128,286.71
14129,1467.48
14130,1377.86
14131,168.22
14133,305.5
14134,11123.35
14135,4953.61
14136,1570.81
14137,332.7
14139,670.98
14142,671.34
14144,30.6
14145,3857.85
14146,5259.3
14147,2106.8
14148,309.09
14151,679.45
14152,1376.05
14153,233.39999999999998
14154,5115.08
14156,196549.74
14157,553.8
14159,3230.45
14160,8421.47
14161,2182.46
14163,148.71
14166,251.15
14167,711.7
14168,370.45
14169,621.51
14170,570.18
14171,135.0
14172,369.02
14173,135.16
14175,4456.58
14176,339.11
14177,1660.23
14180,1570.73
14181,308.35
14182,678.77
14183,278.34000000000003
14186,1550.6299999999999
14187,123.5
14189,1160.31
14190,79.9
14191,132.9
14192,293.74
14193,356.8
14194,7321.07
14195,1603.6
14197,390.05
14198,868.33
14199,906.3
14200,379.2
14201,446.1
14202,847.76
14203,339.34
14204,874.22
14205,1947.5
14206,856.85
14207,157.8
14208,415.31
14209,2919.84
14210,3955.68
14211,2161.19
14212,1119.66
14213,1192.2
14215,1626.61
14216,310.74
14217,1411.91
14219,543.89
14220,882.6
14221,3084.69
14224,831.98
14225,2031.07
14226,770.34
14227,3017.75
14228,745.5
14229,1046.84
14230,979.8
14231,309.90999999999997
14233,1441.55
14235,1573.13
14236,1253.78
14237,471.14
14238,287.38
14239,1882.32
14240,357.15
14241,120.0
14243,4842.28
14244,366.41999999999996
14247,616.79
14248,730.37
14249,5400.46
14252,350.99
14253,363.40000000000003
14254,601.03
14255,1000.63
14256,1491.73
14257,2854.73
14258,19381.36
14260,824.28
14263,322.93
14264,1183.39
14265,843.17
14266,40.56
14268,354.85
14269,295.73
14271,101.86
14272,482.85
14274,256.6
14275,1189.3799999999999
14276,982.9399999999999
14277,13009.609999999999
14278,205.82999999999998
14279,191.86
14281,245.14999999999998
14282,4120.32
14283,628.44
14284,704.4
14285,1374.41
14286,3851.0099999999998
14290,2201.91
14291,4020.85
14292,4354.32
14293,2221.37
14294,375.34
14295,2196.71
14296,456.4
14298,39667.19
14299,10533.869999999999
14301,1352.04
14302,742.9
14303,277.94
14304,1341.56
14306,1058.08
14307,2075.31
14308,1147.02
14309,1428.28
14310,492.1
14311,206.19
14312,1478.7
14314,109.8
14315,716.6899999999999
14316,1370.34
14318,158.02
14319,494.84999999999997
14320,868.96
14321,687.31
14322,474.1
14324,701.61
14325,245.48
14326,757.13
14327,1583.28
14328,445.05
14329,4912.38
14330,200.63
14332,1077.2
14334,1766.27
14338,339.88
14339,310.75
14341,2285.04
14342,249.88
14343,1079.66
14344,2443.77
14346,1294.17
14347,82.6
14350,689.1
14353,285.9
14355,840.05
14358,400.06
14361,214.71
14363,227.47
14365,634.68
14366,136.0
14369,469.13
14370,1175.78
14372,860.0799999999999
14374,108.0
14375,871.26
14376,215.46
14378,131.25
14379,917.0600000000001
14380,48.96
14381,423.26
14382,578.14
14384,58.5
14388,3488.16
14389,854.55
14390,1731.16
14391,135.6
14392,266.4
14394,93.8
14395,4630.7
14396,1591.74
14398,707.79
14399,2108.21
14400,1157.77
14401,2744.42
14402,285.6
14403,404.7
14404,1404.04
14405,195.0
14408,1503.24
14409,1696.6399999999999
14410,1531.63
14412,656.16
14413,643.47
14414,902.35
14415,6124.52
14417,524.65
14419,202.85
14420,1251.6499999999999
14421,1656.26
14422,6007.88
14423,651.41
14425,661.39
14426,7246.2699999999995
14427,900.1800000000001
14429,516.28
14430,1220.9
14431,2143.84
14433,280.7
14435,90.42
14436,182.64
14437,873.34
14439,6781.8
14440,4281.05
14441,2898.8
14442,3777.2
14443,966.27
14444,120.44
14445,221.65
14446,189.93
14447,548.5
14449,1555.4
14450,645.19
14451,2614.78
14452,399.9
14454,977.3
14455,617.72
14458,228.07
14459,3537.82
14460,659.16
14461,4573.85
14462,262.24
14463,256.95
14464,111.0
14465,2887.41
14466,2374.5
14467,1606.98
14468,204.24
14469,2093.46
14470,250.85
14471,400.95
14472,266.05
14474,711.23
14475,225.3
14477,660.0
14478,1276.66
14479,982.86
14480,1020.47
14481,1648.18
14482,2283.91
14483,120.0
14484,749.06
14486,175.5
14487,225.89000000000001
14489,1111.55
14490,1273.47
14491,127.2
14492,1921.91
14493,2704.62
14494,261.9
14495,51.0
14496,2129.42
14497,221.69
14498,1943.51
14499,1293.35
14505,6019.65
14506,1256.6
14507,1848.8600000000001
14508,554.87
14509,110.95
14510,979.85
14512,940.69
14513,332.42
14514,3389.84
14515,1647.17
14516,151.17
14519,203.14
14521,199.45000000000002
14522,773.88
14524,1066.03
14525,3810.64
14526,258.65
14527,19257.08
14530,3226.76
14531,376.34
14532,2912.93
14533,1516.65
14534,1790.36
14535,3118.39
14537,285.84
14538,982.59
14540,2756.98
14541,1038.03
14543,10988.14
14544,934.23
14545,349.25
14546,2610.91
14548,1888.49
14549,624.36
14550,587.69
14551,691.86
14552,343.71
14553,959.33
14555,1991.49
14556,815.69
14558,655.5
14559,75.6
14560,3876.2599999999998
14562,1631.38
14563,640.54
14564,2605.62
14565,760.1
14566,2660.0
14568,919.6999999999999
14569,369.94
14570,395.69
14571,160.0
14572,2722.34
14573,925.3
14574,143.7
14575,420.22
14576,35.4
14577,504.44
14579,105.56
14580,14.85
14581,271.05
14583,673.33
14584,705.1
14585,986.22
14588,135.39
14589,39.75
14590,2993.37
14593,3048.38
14594,255.0
14595,423.84999999999997
14596,222.22
14597,1318.39
14598,162.07
14599,457.89
14600,471.84
14602,205.36
14604,143.85999999999999
14605,921.56
14606,18482.1
14607,7553.63
14608,1567.79
14609,884.64
14610,24.35
14611,604.33
14612,877.7
14613,76.32
14614,295.13
14615,951.76
14616,121.7
14617,190.47
14618,788.88
14619,896.8
14621,1212.21
14623,1130.28
14624,588.22
14625,3598.25
14626,2619.65
14627,462.75
14628,1326.04
14630,338.65
14631,1018.71
14634,2124.46
14635,215.22
14637,106.67999999999999
14639,1994.47
14640,1541.98
14643,986.0799999999999
14644,1416.96
14645,279.8
14646,248396.5
14647,270.0
14648,4466.65
14649,2248.6
14650,62.5
14651,1371.77
14653,1666.41
14654,246.86
14655,1946.28
14656,498.95
14657,601.97
14662,635.06
14663,490.6
14665,913.9499999999999
14667,12418.01
14668,111.63
14669,1957.54
14670,190.47
14671,1127.45
14672,347.59
14673,1674.41
14674,173.66
14675,419.22
14676,5808.55
14677,184.91
14678,403.39
14679,1289.44
14680,28615.27
14681,376.2
14682,1462.81
14683,146.56
14684,228.52
14685,4536.64
14686,852.53
14687,773.6800000000001
14688,2056.3
14690,422.63
14692,1123.59
14693,992.46
14694,244.31
14695,1534.22
14696,688.95
14699,593.47
14700,880.96
14701,1961.02
14702,3427.44
14704,258.96
14706,367.54
14707,139.2
14708,1085.91
14709,3965.29
14710,1300.31
14712,411.0
14713,2752.5099999999998
14714,746.05
14715,958.0699999999999
14716,235.77
14717,81.3
14718,226.42
14721,109.07
14722,309.1
14723,927.89
14724,341.9
14725,597.16
14726,116.5
14727,195.15
14728,190.57999999999998
14729,586.24
14732,2814.58
14733,6579.26
14734,1056.42
14735,6174.47
14736,374.05
14737,2389.62
14738,507.45
14739,8385.22
14740,2712.85
14741,497.25
14742,579.85
14743,50.480000000000004
14744,2785.1
14745,1331.15
14746,593.5
14748,1736.57
14749,310.15
14750,112.03
14751,126.44999999999999
14753,306.36
14754,909.88
14755,4962.2699999999995
14756,1914.8
14758,1380.91
14761,192.02
14762,117.05
14766,4082.7599999999998
14767,382.81
14769,5097.13
14770,2761.22
14771,594.62
14773,140.55
14774,241.45
14775,406.56
14776,1170.0
14777,307.56
14783,307.3
14784,159.94
14786,90.96
14787,110.64999999999999
14788,476.88
14790,1781.56
14791,303.63
14793,396.91
14794,633.99
14796,2865.05
14797,300.31
14798,550.5699999999999
14799,180.45
14800,3415.38
14802,1502.98
14805,536.15
14806,110.04
14807,504.14
14809,686.76
14810,446.59
14811,170.5
14812,178.85
14813,888.91
14814,154.21
14817,2849.52
14818,495.76
14819,184.34
14820,767.47
14821,1230.15
14822,157.7
14824,2895.2
14825,2698.17
14826,385.2
14828,7699.7
14829,995.29
14831,1676.57
14832,322.69
14833,94.8
14834,485.86
14835,297.0
14837,1810.82
14838,769.9200000000001
14839,915.28
14840,299.86
14841,3867.24
14843,211.8
14844,3512.62
14845,150.0
14846,437.40000000000003
14847,1039.55
14848,310.56
14849,7832.91
14850,1445.21
14851,318.06
14852,3295.74
14853,901.0699999999999
14854,1563.03
14855,5874.65
14857,2478.73
14858,180.75
14859,351.9
14861,1254.94
14865,77.52
14866,6460.32
14867,2241.78
14868,1230.42
14869,2056.69
14870,1511.7
14871,726.89
14872,816.6
14873,334.45
14874,116.18
14875,1397.08
14876,256.7
14877,425.85
14878,2600.41
14879,185.06
14882,2956.95
14884,120.6
14885,832.8
14890,691.6
14891,552.35
14892,202.35
14893,571.76
14894,837.0600000000001
